age,cefr,filename,gender,lang,num_tokens,testlevel,title,topic
41,N/A,h0707,kvinne,serbokroatisk,610,Høyere nivå,Den gode skolen,skole 
38,B1,s0859,kvinne,somali,226,Språkprøven,Framtida,tid 
37,B2,s0357,kvinne,engelsk,418,Språkprøven,Mobiltelefoner,telefon 
24,N/A,s2073,kvinne,bokmål,355,Språkprøven,Sunnhet og helse,helse 
16,N/A,h0719,mann,serbokroatisk,608,Høyere nivå,Tidsklemmen,folk familie 
31,A2/B1,s0630,kvinne,vietnamesisk,311,Språkprøven,En bok du har lest,litteratur bok 
42,N/A,s0022,kvinne,nederlandsk,280,Språkprøven,Bomiljø,bolig 
35,B1,s0903,kvinne,russisk,299,Språkprøven,Trafikk og boligområder,trafikk bolig 
26,N/A,h0198,mann,albansk,436,Høyere nivå,Sangtradisjon,musikk kultur 
35,B2,h0684,mann,somali,722,Høyere nivå,Inn- og utvandring,innvandring 
36,N/A,s0048,kvinne,albansk,244,Språkprøven,Fremmedspråkslæring,utdannelse språk 
27,B2,h0260,kvinne,tysk,554,Høyere nivå,Bilisme,bil trafikk 
43,N/A,s0424,kvinne,nederlandsk,280,Språkprøven,Mobiltelefoner,telefon 
35,B1/B2,s0603,kvinne,polsk,235,Språkprøven,Møte med norsk kultur,kultur norge 
26,B1,s0533,kvinne,russisk,189,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
26,B2/C1,h0635,kvinne,polsk,666,Høyere nivå,Nordmenns holdning til EU,politikk norge holdning 
40,C1,h0009,kvinne,polsk,727,Høyere nivå,Et dikt av Einar Skjæraasen,litteratur dikt 
29,B1,s0509,mann,russisk,235,Språkprøven,Den norske naturen,natur norge 
38,N/A,s0286,kvinne,albansk,243,Språkprøven,Kultur og idrett,idrett/sport kultur 
46,B1,s0523,kvinne,russisk,374,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
31,B1/B2,s0019,kvinne,engelsk,333,Språkprøven,Bomiljø,bolig 
33,N/A,h0714,kvinne,albansk,558,Høyere nivå,Den gode skolen,skole 
24,A2/B1,s0087,kvinne,somali,247,Språkprøven,Framtida,tid 
35,A2/B1,s0661,mann,somali,280,Språkprøven,Barneoppdragelse,barn 
54,N/A,s2009,kvinne,bokmål,256,Språkprøven,Frihet og ansvar,holdning 
21,N/A,s0206,mann,albansk,215,Språkprøven,Framtida,tid 
23,N/A,s2084,kvinne,bokmål,307,Språkprøven,Penger og andre verdier,økonomi holdning 
38,A2/B1,s0565,kvinne,spansk,278,Språkprøven,Framtida,tid 
22,A2/B1,s0626,mann,vietnamesisk,327,Språkprøven,En bok du har lest,litteratur bok 
28,N/A,s0813,mann,serbokroatisk,205,Språkprøven,Bomiljø,bolig 
20,B2,h0329,kvinne,polsk,466,Høyere nivå,Mobiltelefonen,telefon 
25,B2/C1,h0406,kvinne,russisk,530,Høyere nivå,Bolig og boutgifter,bolig økonomi 
27,B1,s0593,kvinne,polsk,384,Språkprøven,Vennskap,folk relasjoner vennskap 
40,N/A,s0133,mann,albansk,240,Språkprøven,En hyggelig opplevelse,opplevelse 
29,N/A,s2069,kvinne,bokmål,430,Språkprøven,Sunnhet og helse,helse 
50,N/A,h0675,kvinne,serbokroatisk,277,Høyere nivå,Organdonasjon,helse organ 
29,A2/B1,s0754,mann,spansk,255,Språkprøven,Bomiljø,bolig 
43,B2,h0083,kvinne,spansk,543,Høyere nivå,Å leve i store byer,bolig geografi 
34,N/A,s0907,kvinne,serbokroatisk,315,Språkprøven,Fjernsynsprogram for barn,barn tv 
33,B2/C1,h0598,kvinne,russisk,485,Høyere nivå,Eldrebølgen,eldre familie 
38,B1,h0568,kvinne,tysk,423,Høyere nivå,Integrering av innvandrere,innvandring 
34,B2,h0621,mann,engelsk,517,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
26,B1,s0185,kvinne,vietnamesisk,349,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
26,B1,s0879,mann,somali,380,Språkprøven,Framtida,tid 
30,A2/B1,s0887,mann,vietnamesisk,302,Språkprøven,Sunnhet og helse,helse 
20,N/A,h2029,mann,nynorsk,466,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
43,B2,h0479,kvinne,polsk,552,Høyere nivå,Leselyst,litteratur kultur 
45,N/A,h0735,mann,nederlandsk,544,Høyere nivå,Ytringsfrihet i Norge,politikk norge holdning 
29,B2/C1,h0468,mann,engelsk,665,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
46,B2,h0618,mann,polsk,660,Høyere nivå,Adopsjon,barn familie 
18,B1,h0573,kvinne,engelsk,492,Høyere nivå,Barndom og voksenverden,barn 
21,B2,h0575,kvinne,tysk,680,Høyere nivå,Integrering av innvandrere,innvandring 
30,N/A,h0311,mann,albansk,484,Høyere nivå,Mobiltelefonen,telefon 
23,N/A,h2008,mann,nynorsk,552,Høyere nivå,Organdonasjon,helse organ 
43,B2/C1,h0144,kvinne,polsk,661,Høyere nivå,Borgerlønn,økonomi 
31,N/A,h2056,mann,nynorsk,489,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
28,B2,h0425,mann,tysk,488,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
34,A2/B1,s0730,mann,somali,236,Språkprøven,Fremmedspråkslæring,utdannelse språk 
26,B1,s0684,mann,spansk,229,Språkprøven,Den norske naturen,natur norge 
23,A2/B1,s0812,kvinne,spansk,360,Språkprøven,Bomiljø,bolig 
21,N/A,s0251,kvinne,albansk,204,Språkprøven,Før og nå,tid 
28,C1,h0549,kvinne,engelsk,518,Høyere nivå,Trafikkdøden,trafikk død 
20,B2,s0935,kvinne,tysk,518,Språkprøven,Fjernsynsprogram for barn,barn tv 
28,B1,s0998,mann,tysk,238,Språkprøven,Boformer,bolig 
40,B2,h0509,mann,tysk,610,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
38,N/A,s0364,kvinne,nederlandsk,282,Språkprøven,Bolig og bosted,bolig 
20,B2,h0508,kvinne,tysk,591,Høyere nivå,Leselyst,litteratur kultur 
31,A2/B1,s0762,kvinne,polsk,229,Språkprøven,Nyheter,media 
39,N/A,h0681,mann,nederlandsk,552,Høyere nivå,Den gode skolen,skole 
37,N/A,h0090,kvinne,nederlandsk,533,Høyere nivå,Å leve i store byer,bolig geografi 
43,N/A,s0257,kvinne,albansk,181,Språkprøven,Et yrke,arbeid yrke 
34,B1,s0967,kvinne,polsk,316,Språkprøven,Fjernsynsprogram for barn,barn tv 
26,B1,s0318,kvinne,engelsk,390,Språkprøven,Bomiljø,bolig 
42,N/A,s0283,kvinne,albansk,305,Språkprøven,Fremmedspråkslæring,utdannelse språk 
22,B1/B2,s0298,kvinne,engelsk,380,Språkprøven,Bomiljø,bolig 
48,B1/B2,s0646,kvinne,polsk,286,Språkprøven,Gjenbruk,miljø 
24,B1,s0636,kvinne,somali,415,Språkprøven,En bok du har lest,litteratur bok 
31,B2,h0607,kvinne,russisk,523,Høyere nivå,Nærmiljø og lokalsamfunn,geografi samfunn folk 
27,B2,h0597,kvinne,engelsk,503,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
24,B2,h0389,mann,spansk,714,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
27,B1,s0652,kvinne,polsk,303,Språkprøven,Barneoppdragelse,barn 
21,N/A,h0016,kvinne,albansk,422,Høyere nivå,Mobbing på arbeidsplassen,arbeid mobbing holdning 
24,B1/B2,s0628,kvinne,vietnamesisk,420,Språkprøven,En hyggelig opplevelse,opplevelse 
18,B1/B2,s0632,mann,somali,281,Språkprøven,Viktige verdier i livet,verdier 
33,B2,s0947,kvinne,tysk,315,Språkprøven,Fjernsynsprogram for barn,barn tv 
30,B1/B2,s0306,kvinne,engelsk,387,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
27,B1,s0534,kvinne,russisk,371,Språkprøven,Den norske naturen,natur norge 
31,N/A,s2094,mann,nynorsk,212,Språkprøven,Penger og andre verdier,økonomi holdning 
21,N/A,h0145,kvinne,albansk,314,Høyere nivå,En bok fra din kultur eller ditt hjemland,bok litteratur kultur 
39,N/A,h0093,kvinne,serbokroatisk,751,Høyere nivå,Miljøvern,miljø klima 
44,B1,s0086,mann,somali,278,Språkprøven,Å treffe andre mennesker,folk møte 
29,N/A,s0243,mann,albansk,464,Språkprøven,En hyggelig opplevelse,opplevelse 
20,N/A,s2098,kvinne,bokmål,347,Språkprøven,Frihet og ansvar,holdning 
39,B1/B2,s0158,kvinne,russisk,479,Språkprøven,Den norske naturen,natur norge 
30,N/A,h2064,kvinne,bokmål,470,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
28,N/A,h2070,kvinne,bokmål,567,Høyere nivå,Organdonasjon,helse organ 
19,N/A,s0125,kvinne,nederlandsk,357,Språkprøven,Alkohol og alkoholvaner,rus 
23,N/A,h0149,mann,serbokroatisk,523,Høyere nivå,En bok fra din kultur eller ditt hjemland,bok litteratur kultur 
26,N/A,s0280,mann,albansk,311,Språkprøven,Barneoppdragelse,barn 
37,A2/B1,s0186,kvinne,engelsk,451,Språkprøven,Bomiljø,bolig 
39,B1,s0231,mann,engelsk,314,Språkprøven,Møte med norsk kultur,kultur norge 
43,B1,s0041,kvinne,spansk,266,Språkprøven,Fremmedspråkslæring,utdannelse språk 
22,A2,s0596,mann,somali,182,Språkprøven,Alkohol og alkoholvaner,rus 
21,B1,s0891,kvinne,vietnamesisk,276,Språkprøven,En sport du liker,idrett/sport 
28,B2,h0660,kvinne,spansk,602,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
35,B1/B2,h0488,kvinne,polsk,534,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
30,N/A,s0256,kvinne,albansk,198,Språkprøven,Flytting,familie flytting 
28,N/A,s0405,kvinne,nederlandsk,291,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
24,B2,h0533,kvinne,engelsk,601,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
31,N/A,s2048,kvinne,bokmål,90,Språkprøven,Sunnhet og helse,helse 
27,B1,h0292,kvinne,russisk,528,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
26,N/A,h0424,mann,nederlandsk,446,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
29,A2/B1,s0735,kvinne,polsk,356,Språkprøven,Barneoppdragelse,barn 
28,B1,s0611,kvinne,polsk,413,Språkprøven,Vennskap,folk relasjoner vennskap 
22,N/A,h0094,kvinne,nederlandsk,597,Høyere nivå,Den lille forskjellen,kjønn 
31,N/A,h2014,kvinne,bokmål,422,Høyere nivå,Organdonasjon,helse organ 
29,B1/B2,h0628,kvinne,spansk,456,Høyere nivå,Eldrebølgen,eldre familie 
27,N/A,s0034,kvinne,serbokroatisk,295,Språkprøven,Flytting,familie flytting 
35,B1/B2,s0945,kvinne,russisk,319,Språkprøven,Fjernsynsprogram for barn,barn tv 
37,A2/B1,s0948,kvinne,polsk,369,Språkprøven,Trafikk og boligområder,trafikk bolig 
28,B1,s0459,mann,tysk,250,Språkprøven,Mobiltelefoner,telefon 
24,B1/B2,h0396,kvinne,spansk,447,Høyere nivå,Bestselgere og bokbransjen,bok litteratur kultur 
22,N/A,h2071,kvinne,bokmål,436,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
31,B1,h0690,mann,somali,466,Høyere nivå,Private skoler,skole 
35,A2/B1,s0585,mann,somali,168,Språkprøven,Min første jobb,arbeid 
25,B1/B2,h0540,kvinne,russisk,522,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
29,N/A,h2033,mann,bokmål,454,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
25,B2/C1,s0354,kvinne,engelsk,416,Språkprøven,Nyheter,media 
25,A2/B1,s0868,kvinne,vietnamesisk,264,Språkprøven,Framtida,tid 
37,B2,h0196,kvinne,polsk,563,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
44,B1/B2,h0263,kvinne,engelsk,696,Høyere nivå,Likestilling mellom kjønnene,kjønn 
26,N/A,s0046,mann,albansk,252,Språkprøven,Barneoppdragelse,barn 
23,B2,h0552,kvinne,engelsk,428,Høyere nivå,Trafikkdøden,trafikk død 
28,B1/B2,h0493,kvinne,russisk,587,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
29,B1/B2,s0691,kvinne,spansk,242,Språkprøven,En religion du kjenner,religion 
28,N/A,h0040,kvinne,nederlandsk,475,Høyere nivå,Netthandel,-
30,N/A,h0038,mann,nederlandsk,390,Høyere nivå,Netthandel,-
23,B2/C1,h0096,kvinne,polsk,484,Høyere nivå,Den lille forskjellen,kjønn 
39,B1/B2,s0943,kvinne,polsk,390,Språkprøven,Fjernsynsprogram for barn,barn tv 
28,B1,s0063,kvinne,tysk,538,Språkprøven,Møte med norsk kultur,kultur norge 
29,B1,s0351,kvinne,engelsk,264,Språkprøven,Viktige verdier i livet,verdier 
23,A2/B1,s0786,kvinne,polsk,308,Språkprøven,Mobiltelefoner,telefon 
31,N/A,s2003,kvinne,bokmål,319,Språkprøven,Frihet og ansvar,holdning 
27,N/A,s2008,kvinne,bokmål,305,Språkprøven,Sunnhet og helse,helse 
28,B1/B2,h0423,mann,engelsk,505,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
26,B1/B2,s0592,kvinne,somali,291,Språkprøven,Vennskap,folk relasjoner vennskap 
29,B1,s0675,kvinne,vietnamesisk,257,Språkprøven,Flytting,familie flytting 
26,A2/B1,s0843,kvinne,spansk,249,Språkprøven,Nyheter,media 
55,A2/B1,s0494,kvinne,russisk,388,Språkprøven,Møte med norsk kultur,kultur norge 
23,B1,s0666,kvinne,vietnamesisk,250,Språkprøven,Et yrke,arbeid yrke 
66,N/A,s2014,kvinne,bokmål,304,Språkprøven,Penger og andre verdier,økonomi holdning 
20,B2,h0234,kvinne,engelsk,454,Høyere nivå,Likestilling mellom kjønnene,kjønn 
31,N/A,s0279,kvinne,albansk,284,Språkprøven,Fremmedspråkslæring,utdannelse språk 
43,B1/B2,s0448,kvinne,tysk,329,Språkprøven,Mobiltelefoner,telefon 
19,N/A,s2074,kvinne,bokmål,350,Språkprøven,Penger og andre verdier,økonomi holdning 
24,B1,s0645,kvinne,polsk,574,Språkprøven,Før og nå,tid 
27,N/A,s0074,mann,nederlandsk,211,Språkprøven,Barneoppdragelse,barn 
-1,B2,s0975,kvinne,tysk,398,Språkprøven,Trafikk og boligområder,trafikk bolig 
31,N/A,h0152,mann,albansk,609,Høyere nivå,En bok fra din kultur eller ditt hjemland,bok litteratur kultur 
27,N/A,s0797,kvinne,serbokroatisk,264,Språkprøven,Bomiljø,bolig 
35,B2,h0596,kvinne,russisk,461,Høyere nivå,Integrering av innvandrere,innvandring 
40,N/A,h0739,kvinne,serbokroatisk,491,Høyere nivå,Barn og norskferdigheter,barn språk 
20,B2,h0478,kvinne,tysk,543,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
26,B1,h0279,kvinne,russisk,281,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
44,A2/B1,s0875,mann,somali,218,Språkprøven,Framtida,tid 
19,B1/B2,s0037,kvinne,russisk,302,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
20,N/A,h2051,kvinne,bokmål,469,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
28,B2,h0450,kvinne,russisk,467,Høyere nivå,Miljøvern,miljø klima 
34,B1/B2,s0310,kvinne,engelsk,400,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
39,A2/B1,s0505,kvinne,russisk,173,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
19,N/A,s0931,mann,serbokroatisk,295,Språkprøven,Trafikk og boligområder,trafikk bolig 
19,B1/B2,s0974,kvinne,tysk,356,Språkprøven,Frivillig hjelp i organisasjoner,organisasjon 
27,B1,s0765,kvinne,polsk,340,Språkprøven,Mobiltelefoner,telefon 
29,B1,s0187,kvinne,engelsk,366,Språkprøven,Bomiljø,bolig 
39,A2,s0104,mann,somali,309,Språkprøven,Bolig og bosted,bolig 
43,A2/B1,s0462,mann,tysk,236,Språkprøven,Nyheter,media 
44,C1,h0461,mann,spansk,573,Høyere nivå,Miljøvern,miljø klima 
18,B2/C1,h0502,kvinne,tysk,583,Høyere nivå,Familie og karriere,familie arbeid økonomi 
35,B1,s0798,kvinne,polsk,116,Språkprøven,Viktige verdier i livet,verdier 
39,B1,s0955,kvinne,polsk,346,Språkprøven,Frivillig hjelp i organisasjoner,organisasjon 
35,N/A,h0307,kvinne,serbokroatisk,512,Høyere nivå,Mobiltelefonen,telefon 
29,B2,h0195,mann,polsk,592,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
21,B2,h0291,kvinne,tysk,445,Høyere nivå,Mobiltelefonen,telefon 
41,N/A,h0041,kvinne,nederlandsk,387,Høyere nivå,Netthandel,-
30,B2,h0427,kvinne,russisk,452,Høyere nivå,Kvinner i topposisjoner,kjønn yrke arbeid 
41,B2,h0267,kvinne,spansk,549,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
23,A2/B1,s0748,mann,spansk,240,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
37,N/A,h0495,mann,serbokroatisk,494,Høyere nivå,Kvinner i topposisjoner,kjønn yrke arbeid 
32,B1,s0313,kvinne,engelsk,424,Språkprøven,Bomiljø,bolig 
45,B2,h0561,kvinne,engelsk,545,Høyere nivå,Integrering av innvandrere,innvandring 
35,B2,h0588,kvinne,tysk,531,Høyere nivå,Integrering av innvandrere,innvandring 
20,N/A,h0147,kvinne,serbokroatisk,398,Høyere nivå,Diktet 'Toleranse',litteratur dikt 
19,N/A,s2070,mann,bokmål,454,Språkprøven,Frihet og ansvar,holdning 
26,N/A,s0064,kvinne,albansk,315,Språkprøven,Vennskap,folk relasjoner vennskap 
37,A2/B1,s0303,mann,engelsk,218,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
63,N/A,h2010,mann,bokmål,505,Høyere nivå,Organdonasjon,helse organ 
24,B1,s0296,kvinne,engelsk,445,Språkprøven,Bomiljø,bolig 
30,B1/B2,h0107,kvinne,polsk,482,Høyere nivå,Import av utenlandsk arbeidskraft,arbeid innvandring 
41,N/A,s0963,mann,nederlandsk,382,Språkprøven,Fjernsynsprogram for barn,barn tv 
45,A2/B1,s0625,kvinne,vietnamesisk,278,Språkprøven,En bok du har lest,litteratur bok 
29,B1/B2,s0004,mann,spansk,295,Språkprøven,Bomiljø,bolig 
21,B1/B2,s0916,kvinne,polsk,642,Språkprøven,Fjernsynsprogram for barn,barn tv 
34,N/A,s0824,kvinne,serbokroatisk,173,Språkprøven,Viktige verdier i livet,verdier 
26,B1/B2,s0718,kvinne,polsk,289,Språkprøven,Fremmedspråkslæring,utdannelse språk 
41,B1/B2,s0500,mann,russisk,303,Språkprøven,En forfatter og om en bok han/ hun har skrevet,litteratur bok biografi 
25,A2/B1,s0569,kvinne,spansk,172,Språkprøven,Framtida,tid 
19,N/A,h2016,kvinne,bokmål,465,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
25,B1/B2,h0497,kvinne,tysk,424,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
35,B1/B2,h0369,kvinne,polsk,345,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
38,A2/B1,s0724,kvinne,polsk,325,Språkprøven,Barneoppdragelse,barn 
41,B1,s0952,kvinne,tysk,376,Språkprøven,Fjernsynsprogram for barn,barn tv 
21,N/A,s0263,kvinne,albansk,211,Språkprøven,Et yrke,arbeid yrke 
35,N/A,h2002,mann,bokmål,327,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
20,N/A,s0139,mann,albansk,281,Språkprøven,En hyggelig opplevelse,opplevelse 
35,B1,s0687,kvinne,spansk,250,Språkprøven,Den norske naturen,natur norge 
29,A2/B1,s0871,mann,somali,315,Språkprøven,Framtida,tid 
31,B1,s0655,kvinne,vietnamesisk,307,Språkprøven,Barneoppdragelse,barn 
37,B1,s0867,mann,somali,282,Språkprøven,En sport du liker,idrett/sport 
37,N/A,h0014,mann,serbokroatisk,553,Høyere nivå,Et dikt av Einar Skjæraasen,litteratur dikt 
26,N/A,h2015,kvinne,nynorsk,398,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
37,N/A,h0039,kvinne,nederlandsk,450,Høyere nivå,Netthandel,-
31,B1/B2,s0437,kvinne,tysk,660,Språkprøven,Møte med norsk kultur,kultur norge 
32,A2/B1,s0581,mann,somali,196,Språkprøven,En sport du liker,idrett/sport 
41,B1,s0042,kvinne,spansk,238,Språkprøven,Fremmedspråkslæring,utdannelse språk 
40,B2,h0513,mann,engelsk,476,Høyere nivå,Miljøvern,miljø klima 
36,A2/B1,s0888,kvinne,vietnamesisk,260,Språkprøven,Sunnhet og helse,helse 
36,N/A,s0389,kvinne,nederlandsk,327,Språkprøven,Nyheter,media 
39,N/A,s0795,kvinne,serbokroatisk,210,Språkprøven,Nyheter,media 
20,B1,s0852,kvinne,vietnamesisk,257,Språkprøven,Framtida,tid 
21,N/A,s0258,mann,albansk,199,Språkprøven,Et yrke,arbeid yrke 
25,B1/B2,h0673,kvinne,spansk,417,Høyere nivå,Organdonasjon,helse organ 
34,B1,s0842,mann,spansk,219,Språkprøven,Bomiljø,bolig 
24,B2,h0233,kvinne,russisk,678,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
31,N/A,h0653,mann,nederlandsk,712,Høyere nivå,Nordmenns holdning til EU,politikk norge holdning 
20,B2,s0997,kvinne,tysk,259,Språkprøven,Mobiltelefoner,telefon 
26,C1,h0436,kvinne,engelsk,656,Høyere nivå,Leselyst,litteratur kultur 
27,B2,h0543,kvinne,russisk,666,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
40,B2/C1,h0060,kvinne,polsk,459,Høyere nivå,Lærerlønn,økonomi arbeid yrke 
39,A2/B1,s0165,kvinne,polsk,320,Språkprøven,Fremmedspråkslæring,utdannelse språk 
37,A2/B1,s0007,mann,vietnamesisk,327,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
82,B1/B2,s0483,kvinne,russisk,249,Språkprøven,Alkohol og alkoholvaner,rus 
19,N/A,h0022,kvinne,nederlandsk,434,Høyere nivå,Lærerlønn,økonomi arbeid yrke 
23,A2,s0710,mann,somali,194,Språkprøven,Den norske naturen,natur norge 
26,B2,h0453,kvinne,polsk,519,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
21,B2,h0417,kvinne,russisk,467,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
34,B2,h0242,mann,spansk,490,Høyere nivå,Familieliv og yrkesliv,familie arbeid yrke 
33,B2,h0470,kvinne,engelsk,516,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
24,B2,h0438,kvinne,engelsk,670,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
21,N/A,s2087,kvinne,nynorsk,429,Språkprøven,Sunnhet og helse,helse 
32,N/A,s0235,kvinne,albansk,285,Språkprøven,En hyggelig opplevelse,opplevelse 
20,N/A,s0202,kvinne,albansk,270,Språkprøven,Framtida,tid 
46,B2,h0213,mann,engelsk,348,Høyere nivå,Likestilling mellom kjønnene,kjønn 
24,N/A,h2076,kvinne,bokmål,842,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
21,B2,s0433,kvinne,tysk,370,Språkprøven,Møte med norsk kultur,kultur norge 
35,A2,s0729,kvinne,polsk,293,Språkprøven,Barneoppdragelse,barn 
32,B2,h0455,kvinne,russisk,509,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
39,N/A,h0106,kvinne,serbokroatisk,434,Høyere nivå,Diktet 'Sannheten' av Rolf Jacobsen,litteratur dikt 
26,N/A,s2024,mann,bokmål,270,Språkprøven,Sunnhet og helse,helse 
29,B2,h0342,kvinne,tysk,640,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
37,B1,s0725,kvinne,polsk,397,Språkprøven,Barneoppdragelse,barn 
28,B1,s0535,kvinne,russisk,257,Språkprøven,Den norske naturen,natur norge 
27,B1,s0288,kvinne,engelsk,220,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
25,N/A,s0610,kvinne,serbokroatisk,375,Språkprøven,Vennskap,folk relasjoner vennskap 
23,N/A,h0413,kvinne,nederlandsk,491,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
20,B2,h0482,kvinne,tysk,1163,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
38,N/A,h0119,kvinne,nederlandsk,571,Høyere nivå,Likestilling mellom kjønnene,kjønn 
34,B2/C1,h0188,kvinne,russisk,567,Høyere nivå,Helse og livskvalitet,helse 
26,N/A,s0226,mann,albansk,399,Språkprøven,Møte med norsk kultur,kultur norge 
49,N/A,h0042,kvinne,nederlandsk,633,Høyere nivå,Ytringsfrihet,politikk holdning 
39,N/A,s0607,kvinne,serbokroatisk,542,Språkprøven,Vennskap,folk relasjoner vennskap 
25,N/A,h0586,mann,nederlandsk,539,Høyere nivå,Integrering av innvandrere,innvandring 
33,B2/C1,h0231,kvinne,spansk,594,Høyere nivå,Mobiltelefonen,telefon 
28,N/A,s0372,mann,nederlandsk,210,Språkprøven,Reise,reise geografi 
46,B1/B2,s0312,kvinne,engelsk,345,Språkprøven,Bomiljø,bolig 
26,B2,h0221,mann,engelsk,313,Høyere nivå,Bilisme,bil trafikk 
29,B1,s0442,mann,tysk,314,Språkprøven,Vennskap,folk relasjoner vennskap 
34,B1/B2,h0363,mann,tysk,622,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
34,N/A,s2050,mann,bokmål,264,Språkprøven,Sunnhet og helse,helse 
47,B2,h0501,mann,engelsk,418,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
37,B2,h0435,mann,engelsk,615,Høyere nivå,Miljøvern,miljø klima 
26,N/A,h0720,kvinne,serbokroatisk,346,Høyere nivå,Tidsklemmen,folk familie 
20,B1/B2,s0973,kvinne,tysk,377,Språkprøven,Fjernsynsprogram for barn,barn tv 
24,B1/B2,s0020,kvinne,engelsk,298,Språkprøven,Vaner og tradisjoner å ta vare på når du flytter,tradisjoner flytting 
20,B2,h0504,kvinne,tysk,509,Høyere nivå,Familie og karriere,familie arbeid økonomi 
20,N/A,h2040,kvinne,nynorsk,317,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
24,B1,s0497,kvinne,russisk,183,Språkprøven,Vennskap,folk relasjoner vennskap 
36,N/A,s0676,mann,serbokroatisk,293,Språkprøven,Flytting,familie flytting 
20,B1,s0870,kvinne,somali,235,Språkprøven,Framtida,tid 
29,B1/B2,s0517,kvinne,russisk,317,Språkprøven,Den norske naturen,natur norge 
52,B1,s0297,kvinne,engelsk,375,Språkprøven,Bomiljø,bolig 
25,N/A,h0140,mann,albansk,486,Høyere nivå,En bok fra din kultur eller ditt hjemland,bok litteratur kultur 
38,N/A,s0387,kvinne,nederlandsk,354,Språkprøven,Framtida,tid 
32,B1,s0542,mann,somali,324,Språkprøven,Bolig og bosted,bolig 
