age,cefr,filename,gender,lang,num_tokens,split,testlevel,title,topic
47,N/A,h0529,kvinne,nederlandsk,466,N/A,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
28,N/A,h0530,kvinne,nederlandsk,512,N/A,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
35,B2,h0531,kvinne,polsk,522,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
38,B1/B2,h0532,kvinne,spansk,412,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
24,B2,h0533,kvinne,engelsk,601,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
30,B2,h0534,kvinne,engelsk,394,train,Høyere nivå,Familie og karriere,familie arbeid økonomi 
28,B2/C1,h0535,kvinne,polsk,727,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
28,B1/B2,h0536,kvinne,polsk,638,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
38,B2,h0537,kvinne,russisk,644,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
19,B1/B2,h0538,kvinne,russisk,589,dev,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
25,B1/B2,h0540,kvinne,russisk,522,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
24,B2,h0541,kvinne,russisk,610,train,Høyere nivå,Leselyst,litteratur kultur 
31,B2,h0542,mann,russisk,704,train,Høyere nivå,Miljøvern,miljø klima 
27,B2,h0543,kvinne,russisk,666,train,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
26,B2,h0544,kvinne,tysk,460,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
28,B2/C1,h0545,mann,tysk,490,train,Høyere nivå,Praktisk og teoretisk utdanning,utdannelse 
27,B2,h0546,kvinne,engelsk,604,dev,Høyere nivå,Borgerlønn,økonomi 
28,B2,h0547,kvinne,russisk,673,test,Høyere nivå,Integrering av innvandrere,innvandring 
34,B1/B2,h0548,kvinne,russisk,616,test,Høyere nivå,Integrering av innvandrere,innvandring 
28,C1,h0549,kvinne,engelsk,518,train,Høyere nivå,Trafikkdøden,trafikk død 
25,B2,h0550,kvinne,engelsk,570,test,Høyere nivå,Humor,humor kultur 
27,B1/B2,h0551,mann,tysk,687,train,Høyere nivå,Trafikkdøden,trafikk død 
23,B2,h0552,kvinne,engelsk,428,train,Høyere nivå,Trafikkdøden,trafikk død 
39,B2,h0553,mann,engelsk,469,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
28,B1/B2,h0554,kvinne,russisk,356,test,Høyere nivå,Integrering av innvandrere,innvandring 
32,B1/B2,h0555,mann,engelsk,454,train,Høyere nivå,Trafikkdøden,trafikk død 
35,N/A,h0556,mann,serbokroatisk,426,N/A,Høyere nivå,Leselyst,litteratur kultur 
28,B2,h0557,mann,tysk,855,test,Høyere nivå,Humor,humor kultur 
28,B1,h0558,kvinne,polsk,492,train,Høyere nivå,Trafikkdøden,trafikk død 
25,C1,h0559,mann,polsk,623,test,Høyere nivå,Integrering av innvandrere,innvandring 
25,B1/B2,h0560,kvinne,spansk,422,test,Høyere nivå,Integrering av innvandrere,innvandring 
45,B2,h0561,kvinne,engelsk,545,test,Høyere nivå,Integrering av innvandrere,innvandring 
26,B2,h0562,mann,engelsk,486,test,Høyere nivå,Humor,humor kultur 
34,B2,h0563,kvinne,spansk,688,test,Høyere nivå,Integrering av innvandrere,innvandring 
33,N/A,h0564,kvinne,serbokroatisk,530,N/A,Høyere nivå,Gjennomsnittsvekten øker,familie helse vekt 
27,B2,h0565,kvinne,tysk,602,train,Høyere nivå,Barndom og voksenverden,barn 
26,B2,h0566,mann,engelsk,633,test,Høyere nivå,Integrering av innvandrere,innvandring 
34,C1,h0567,kvinne,tysk,473,test,Høyere nivå,Integrering av innvandrere,innvandring 
38,B1,h0568,kvinne,tysk,423,test,Høyere nivå,Integrering av innvandrere,innvandring 
35,N/A,h0569,kvinne,serbokroatisk,434,N/A,Høyere nivå,Diktet 'Det er langt mellom venner' av Kolbjørn Falkeid,litteratur dikt venner 
30,B2/C1,h0570,kvinne,russisk,469,train,Høyere nivå,Kommunevalget i Norge,politikk valg 
50,B2,h0571,kvinne,engelsk,750,train,Høyere nivå,Barndom og voksenverden,barn 
17,B2,h0572,kvinne,engelsk,743,train,Høyere nivå,Trafikkdøden,trafikk død 
18,B1,h0573,kvinne,engelsk,492,train,Høyere nivå,Barndom og voksenverden,barn 
26,B2,h0574,kvinne,russisk,358,test,Høyere nivå,Integrering av innvandrere,innvandring 
21,B2,h0575,kvinne,tysk,680,test,Høyere nivå,Integrering av innvandrere,innvandring 
25,B1/B2,h0576,kvinne,russisk,500,test,Høyere nivå,Humor,humor kultur 
41,N/A,h0577,kvinne,albansk,612,N/A,Høyere nivå,Trafikkdøden,trafikk død 
25,B2/C1,h0578,kvinne,tysk,492,test,Høyere nivå,Integrering av innvandrere,innvandring 
44,C1,h0579,kvinne,engelsk,517,test,Høyere nivå,Integrering av innvandrere,innvandring 
50,N/A,h0580,mann,albansk,549,N/A,Høyere nivå,Integrering av innvandrere,innvandring 
31,B1,h0581,kvinne,tysk,553,train,Høyere nivå,Trafikkdøden,trafikk død 
28,N/A,h0582,kvinne,nederlandsk,669,N/A,Høyere nivå,Trafikkdøden,trafikk død 
27,B2,h0583,kvinne,polsk,661,test,Høyere nivå,Integrering av innvandrere,innvandring 
39,B2/C1,h0584,kvinne,tysk,741,test,Høyere nivå,Integrering av innvandrere,innvandring 
45,B2/C1,h0585,kvinne,engelsk,726,train,Høyere nivå,Trafikkdøden,trafikk død 
25,N/A,h0586,mann,nederlandsk,539,N/A,Høyere nivå,Integrering av innvandrere,innvandring 
41,B2,h0587,kvinne,spansk,432,train,Høyere nivå,Trafikkdøden,trafikk død 
35,B2,h0588,kvinne,tysk,531,test,Høyere nivå,Integrering av innvandrere,innvandring 
19,B1/B2,h0589,mann,russisk,462,train,Høyere nivå,Trafikkdøden,trafikk død 
45,B1/B2,h0590,kvinne,russisk,429,test,Høyere nivå,Integrering av innvandrere,innvandring 
31,N/A,h0591,kvinne,nederlandsk,449,N/A,Høyere nivå,Integrering av innvandrere,innvandring 
41,B2,h0592,kvinne,russisk,610,test,Høyere nivå,Integrering av innvandrere,innvandring 
45,B2,h0593,kvinne,russisk,364,test,Høyere nivå,Integrering av innvandrere,innvandring 
34,B2,h0594,mann,engelsk,679,train,Høyere nivå,Trafikkdøden,trafikk død 
30,C1,h0595,kvinne,russisk,593,train,Høyere nivå,Trafikkdøden,trafikk død 
35,B2,h0596,kvinne,russisk,461,test,Høyere nivå,Integrering av innvandrere,innvandring 
27,B2,h0597,kvinne,engelsk,503,train,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
33,B2/C1,h0598,kvinne,russisk,485,dev,Høyere nivå,Eldrebølgen,eldre familie 
45,B2,h0599,kvinne,polsk,399,dev,Høyere nivå,Eldrebølgen,eldre familie 
30,N/A,h0600,mann,serbokroatisk,643,N/A,Høyere nivå,Adopsjon,barn familie 
31,B2,h0601,mann,spansk,528,train,Høyere nivå,Nærmiljø og lokalsamfunn,geografi samfunn folk 
29,B1/B2,h0602,kvinne,russisk,406,dev,Høyere nivå,Eldrebølgen,eldre familie 
31,C1,h0603,kvinne,russisk,487,dev,Høyere nivå,Adopsjon,barn familie 
35,B2,h0604,kvinne,engelsk,410,train,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
56,N/A,h0605,kvinne,nederlandsk,574,N/A,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
31,B2,h0606,kvinne,polsk,527,dev,Høyere nivå,Adopsjon,barn familie 
31,B2,h0607,kvinne,russisk,523,train,Høyere nivå,Nærmiljø og lokalsamfunn,geografi samfunn folk 
31,B2,h0608,kvinne,engelsk,691,dev,Høyere nivå,Adopsjon,barn familie 
29,B1/B2,h0609,kvinne,russisk,494,dev,Høyere nivå,Adopsjon,barn familie 
44,B2,h0610,mann,engelsk,449,train,Høyere nivå,Nærmiljø og lokalsamfunn,geografi samfunn folk 
37,B2,h0611,kvinne,russisk,411,dev,Høyere nivå,Adopsjon,barn familie 
33,B2,h0612,kvinne,polsk,781,dev,Høyere nivå,Adopsjon,barn familie 
24,B2,h0613,kvinne,engelsk,624,dev,Høyere nivå,Adopsjon,barn familie 
27,B2,h0614,kvinne,engelsk,519,test,Høyere nivå,Tilgjengelig arbeidsstyrke og behov i ulike yrker,arbeid yrke 
26,N/A,h0615,kvinne,nederlandsk,749,N/A,Høyere nivå,Nærmiljø og lokalsamfunn,geografi samfunn folk 
21,N/A,h0616,kvinne,nederlandsk,634,N/A,Høyere nivå,Adopsjon,barn familie 
51,B1/B2,h0617,kvinne,engelsk,643,train,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
46,B2,h0618,mann,polsk,660,dev,Høyere nivå,Adopsjon,barn familie 
32,N/A,h0619,kvinne,serbokroatisk,671,N/A,Høyere nivå,Adopsjon,barn familie 
32,N/A,h0620,mann,nederlandsk,433,N/A,Høyere nivå,Adopsjon,barn familie 
34,B2,h0621,mann,engelsk,517,train,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
25,B1/B2,h0622,mann,engelsk,461,test,Høyere nivå,Tilgjengelig arbeidsstyrke og behov i ulike yrker,arbeid yrke 
38,B1/B2,h0623,kvinne,engelsk,584,train,Høyere nivå,Nærmiljø og lokalsamfunn,geografi samfunn folk 
40,B2,h0624,kvinne,engelsk,415,dev,Høyere nivå,Adopsjon,barn familie 
42,B2,h0625,kvinne,engelsk,608,dev,Høyere nivå,Adopsjon,barn familie 
30,B1/B2,h0626,kvinne,polsk,479,dev,Høyere nivå,Eldrebølgen,eldre familie 
26,B2/C1,h0627,mann,spansk,756,dev,Høyere nivå,Eldrebølgen,eldre familie 
29,B1/B2,h0628,kvinne,spansk,456,dev,Høyere nivå,Eldrebølgen,eldre familie 
38,B2,h0629,kvinne,polsk,615,dev,Høyere nivå,Adopsjon,barn familie 
40,N/A,h0630,mann,nederlandsk,426,N/A,Høyere nivå,Fødselstall og befolkningssammensetning,familie befolkning 
33,B2,h0631,kvinne,polsk,755,train,Høyere nivå,Nærmiljø og lokalsamfunn,geografi samfunn folk 
40,N/A,h0632,mann,nederlandsk,434,N/A,Høyere nivå,Adopsjon,barn familie 
25,B2,h0633,kvinne,polsk,706,train,Høyere nivå,Hva er en god film,film kultur holdning 
23,B2,h0634,kvinne,polsk,432,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
26,B2/C1,h0635,kvinne,polsk,666,test,Høyere nivå,Nordmenns holdning til EU,politikk norge holdning 
27,B2,h0636,kvinne,polsk,354,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
28,B1/B2,h0637,kvinne,polsk,603,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
37,C1,h0638,kvinne,polsk,509,test,Høyere nivå,Nordmenns holdning til EU,politikk norge holdning 
27,B2/C1,h0639,kvinne,polsk,680,test,Høyere nivå,Nordmenns holdning til EU,politikk norge holdning 
35,N/A,h0640,mann,nederlandsk,354,N/A,Høyere nivå,Nordmenns holdning til EU,politikk norge holdning 
33,B2,h0641,kvinne,polsk,585,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
35,N/A,h0642,kvinne,nederlandsk,640,N/A,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
41,B1/B2,h0643,kvinne,spansk,392,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
21,N/A,h0644,kvinne,albansk,544,N/A,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
30,B2,h0645,kvinne,polsk,578,test,Høyere nivå,Nordmenns holdning til EU,politikk norge holdning 
24,B1/B2,h0646,kvinne,polsk,598,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
27,B2,h0647,kvinne,polsk,673,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
21,B1/B2,h0648,kvinne,polsk,610,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
25,B1/B2,h0649,kvinne,polsk,544,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
25,N/A,h0650,mann,serbokroatisk,453,N/A,Høyere nivå,Nordmenns holdning til EU,politikk norge holdning 
47,B1,h0651,mann,spansk,438,test,Høyere nivå,Realkompetanse,folk utdannelse 
25,N/A,h0652,kvinne,serbokroatisk,542,N/A,Høyere nivå,Hva er en god film,film kultur holdning 
31,N/A,h0653,mann,nederlandsk,712,N/A,Høyere nivå,Nordmenns holdning til EU,politikk norge holdning 
19,N/A,h0654,kvinne,albansk,528,N/A,Høyere nivå,Hva er en god film,film kultur holdning 
24,B2,h0655,mann,spansk,548,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
25,N/A,h0656,mann,nederlandsk,904,N/A,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
21,B1/B2,h0657,kvinne,polsk,341,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
28,B1/B2,h0658,kvinne,polsk,766,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
27,B1/B2,h0659,kvinne,spansk,584,train,Høyere nivå,Hva er en god film,film kultur holdning 
28,B2,h0660,kvinne,spansk,602,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
30,N/A,h0661,mann,nederlandsk,419,N/A,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
28,B2,h0662,kvinne,polsk,377,train,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
21,N/A,h0663,kvinne,nederlandsk,555,N/A,Høyere nivå,Diktet 'Mayday' av Lars Saabye Christensen,litteratur dikt 
34,B2,h0664,kvinne,polsk,588,test,Høyere nivå,Nordmenns holdning til EU,politikk norge holdning 
38,B1/B2,h0665,mann,spansk,499,test,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
28,B1/B2,h0666,kvinne,spansk,403,dev,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
24,B1,h0667,kvinne,spansk,442,test,Høyere nivå,Organdonasjon,helse organ 
48,N/A,h0668,kvinne,nederlandsk,442,N/A,Høyere nivå,Organdonasjon,helse organ 
41,B1,h0669,kvinne,spansk,572,test,Høyere nivå,Organdonasjon,helse organ 
26,B1/B2,h0670,kvinne,spansk,608,test,Høyere nivå,Organdonasjon,helse organ 
38,N/A,h0671,kvinne,serbokroatisk,499,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
27,B1/B2,h0672,kvinne,spansk,408,dev,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
25,B1/B2,h0673,kvinne,spansk,417,test,Høyere nivå,Organdonasjon,helse organ 
34,B2,h0674,kvinne,spansk,454,test,Høyere nivå,Organdonasjon,helse organ 
50,N/A,h0675,kvinne,serbokroatisk,277,N/A,Høyere nivå,Organdonasjon,helse organ 
24,N/A,h0676,mann,serbokroatisk,354,N/A,Høyere nivå,Skjønnhet,personer 
19,N/A,h0677,kvinne,serbokroatisk,316,N/A,Høyere nivå,Inn- og utvandring,innvandring 
36,B2,h0678,kvinne,vietnamesisk,364,test,Høyere nivå,Inn- og utvandring,innvandring 
29,N/A,h0679,kvinne,serbokroatisk,485,N/A,Høyere nivå,Skjønnhet,personer 
28,N/A,h0680,mann,nederlandsk,400,N/A,Høyere nivå,Inn- og utvandring,innvandring 
39,N/A,h0681,mann,nederlandsk,552,N/A,Høyere nivå,Den gode skolen,skole 
30,N/A,h0682,mann,nederlandsk,473,N/A,Høyere nivå,Skjønnhet,personer 
34,N/A,h0683,kvinne,serbokroatisk,686,N/A,Høyere nivå,Inn- og utvandring,innvandring 
35,B2,h0684,mann,somali,722,test,Høyere nivå,Inn- og utvandring,innvandring 
29,N/A,h0685,kvinne,nederlandsk,486,N/A,Høyere nivå,Inn- og utvandring,innvandring 
31,N/A,h0686,mann,nederlandsk,385,N/A,Høyere nivå,Skjønnhet,personer 
28,N/A,h0687,kvinne,albansk,447,N/A,Høyere nivå,Inn- og utvandring,innvandring 
33,N/A,h0688,mann,nederlandsk,402,N/A,Høyere nivå,Inn- og utvandring,innvandring 
35,N/A,h0689,mann,nederlandsk,421,N/A,Høyere nivå,Inn- og utvandring,innvandring 
31,B1,h0690,mann,somali,466,train,Høyere nivå,Private skoler,skole 
26,B1,h0691,mann,somali,472,train,Høyere nivå,Bruk av musikk,musikk kultur 
30,N/A,h0692,kvinne,serbokroatisk,531,N/A,Høyere nivå,Å være kjendis,folk 
38,N/A,h0693,mann,serbokroatisk,683,N/A,Høyere nivå,Å være kjendis,folk 
25,B1,h0694,mann,somali,395,train,Høyere nivå,Å være kjendis,folk 
37,N/A,h0695,kvinne,serbokroatisk,725,N/A,Høyere nivå,Å være kjendis,folk 
31,N/A,h0696,mann,serbokroatisk,395,N/A,Høyere nivå,Bruk av musikk,musikk kultur 
35,N/A,h0697,kvinne,serbokroatisk,435,N/A,Høyere nivå,Å være kjendis,folk 
45,N/A,h0698,mann,serbokroatisk,553,N/A,Høyere nivå,Private skoler,skole 
29,N/A,h0699,kvinne,serbokroatisk,417,N/A,Høyere nivå,Stortingsvalg 2005,politikk 
23,N/A,h0700,kvinne,serbokroatisk,495,N/A,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
29,N/A,h0701,kvinne,serbokroatisk,452,N/A,Høyere nivå,Studier - bare for de unge?,utdannelse 
29,N/A,h0702,mann,serbokroatisk,608,N/A,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
28,N/A,h0703,mann,serbokroatisk,432,N/A,Høyere nivå,Norge det beste sted å bo,geografi norge folk 
30,B1/B2,h0704,mann,somali,474,train,Høyere nivå,Lederegenskaper,personer yrke arbeid 
29,B1,h0705,mann,vietnamesisk,352,test,Høyere nivå,Reality-TV,media tv 
22,B2,h0706,kvinne,vietnamesisk,961,train,Høyere nivå,Den gode skolen,skole 
41,N/A,h0707,kvinne,serbokroatisk,610,N/A,Høyere nivå,Den gode skolen,skole 
29,N/A,h0708,kvinne,serbokroatisk,504,N/A,Høyere nivå,Reality-TV,media tv 
27,B1/B2,h0709,kvinne,vietnamesisk,535,train,Høyere nivå,Den gode skolen,skole 
45,B1,h0710,mann,somali,394,train,Høyere nivå,Lederegenskaper,personer yrke arbeid 
47,B2/C1,h0711,mann,somali,457,train,Høyere nivå,Bilisme,bil trafikk 
32,N/A,h0712,mann,albansk,443,N/A,Høyere nivå,Den gode skolen,skole 
21,N/A,h0713,kvinne,albansk,583,N/A,Høyere nivå,Den gode skolen,skole 
33,N/A,h0714,kvinne,albansk,558,N/A,Høyere nivå,Den gode skolen,skole 
42,N/A,h0715,kvinne,serbokroatisk,454,N/A,Høyere nivå,Blogging,data kommunikasjon 
29,N/A,h0716,kvinne,serbokroatisk,560,N/A,Høyere nivå,Tidsklemmen,folk familie 
24,N/A,h0717,kvinne,serbokroatisk,533,N/A,Høyere nivå,Tidsklemmen,folk familie 
30,N/A,h0718,mann,serbokroatisk,366,N/A,Høyere nivå,Tidsklemmen,folk familie 
16,N/A,h0719,mann,serbokroatisk,608,N/A,Høyere nivå,Tidsklemmen,folk familie 
26,N/A,h0720,kvinne,serbokroatisk,346,N/A,Høyere nivå,Tidsklemmen,folk familie 
36,N/A,h0721,kvinne,serbokroatisk,648,N/A,Høyere nivå,Tidsklemmen,folk familie 
21,N/A,h0722,kvinne,albansk,419,N/A,Høyere nivå,Tidsklemmen,folk familie 
27,N/A,h0723,kvinne,albansk,520,N/A,Høyere nivå,Tidsklemmen,folk familie 
32,N/A,h0724,mann,serbokroatisk,674,N/A,Høyere nivå,Tidsklemmen,folk familie 
36,N/A,h0725,kvinne,serbokroatisk,611,N/A,Høyere nivå,Tidsklemmen,folk familie 
27,N/A,h0726,kvinne,serbokroatisk,372,N/A,Høyere nivå,Tidsklemmen,folk familie 
33,N/A,h0727,kvinne,serbokroatisk,468,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
49,N/A,h0728,kvinne,serbokroatisk,525,N/A,Høyere nivå,Tidsklemmen,folk familie 
33,B2,h0730,kvinne,tysk,446,test,Høyere nivå,6 timers arbeidsdag,arbeid yrke 
29,C1,h0731,kvinne,tysk,460,test,Høyere nivå,Ytringsfrihet i Norge,politikk norge holdning 
45,N/A,h0735,mann,nederlandsk,544,N/A,Høyere nivå,Ytringsfrihet i Norge,politikk norge holdning 
26,N/A,h0736,kvinne,nederlandsk,453,N/A,Høyere nivå,Ytringsfrihet i Norge,politikk norge holdning 
35,B2/C1,h0737,kvinne,tysk,469,test,Høyere nivå,Ytringsfrihet i Norge,politikk norge holdning 
42,N/A,h0738,mann,serbokroatisk,552,N/A,Høyere nivå,Barn og norskferdigheter,barn språk 
40,N/A,h0739,kvinne,serbokroatisk,491,N/A,Høyere nivå,Barn og norskferdigheter,barn språk 
37,N/A,h0740,kvinne,serbokroatisk,478,N/A,Høyere nivå,Barn og norskferdigheter,barn språk 
38,N/A,h0741,kvinne,serbokroatisk,697,N/A,Høyere nivå,Barn og norskferdigheter,barn språk 
31,B1/B2,h0742,kvinne,vietnamesisk,704,train,Høyere nivå,Klimaendringene,miljø klima 
42,B2/C1,h0743,mann,tysk,421,test,Høyere nivå,Innvandrere og valgdeltakelse,innvandring politikk valg 
35,N/A,h0744,kvinne,serbokroatisk,622,N/A,Høyere nivå,Omsorgsordninger,arbeid folk velferd 
66,N/A,h2001,,bokmål,257,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
35,N/A,h2002,mann,bokmål,327,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
36,N/A,h2003,kvinne,bokmål,945,N/A,Høyere nivå,Organdonasjon,helse organ 
38,N/A,h2004,kvinne,nynorsk,677,N/A,Høyere nivå,Organdonasjon,helse organ 
36,N/A,h2005,kvinne,bokmål,511,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
22,N/A,h2006,mann,bokmål,351,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
20,N/A,h2007,mann,bokmål,381,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
23,N/A,h2008,mann,nynorsk,552,N/A,Høyere nivå,Organdonasjon,helse organ 
35,N/A,h2009,mann,bokmål,411,N/A,Høyere nivå,Organdonasjon,helse organ 
63,N/A,h2010,mann,bokmål,505,N/A,Høyere nivå,Organdonasjon,helse organ 
22,N/A,h2011,kvinne,nynorsk,629,N/A,Høyere nivå,Organdonasjon,helse organ 
39,N/A,h2012,kvinne,nynorsk,351,N/A,Høyere nivå,Organdonasjon,helse organ 
24,N/A,h2013,kvinne,nynorsk,420,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
31,N/A,h2014,kvinne,bokmål,422,N/A,Høyere nivå,Organdonasjon,helse organ 
26,N/A,h2015,kvinne,nynorsk,398,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
19,N/A,h2016,kvinne,bokmål,465,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
20,N/A,h2017,kvinne,nynorsk,403,N/A,Høyere nivå,Organdonasjon,helse organ 
47,N/A,h2018,kvinne,nynorsk,646,N/A,Høyere nivå,Organdonasjon,helse organ 
23,N/A,h2019,kvinne,bokmål,822,N/A,Høyere nivå,Organdonasjon,helse organ 
23,N/A,h2020,kvinne,bokmål,380,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
52,N/A,h2021,kvinne,bokmål,551,N/A,Høyere nivå,Organdonasjon,helse organ 
39,N/A,h2022,kvinne,bokmål,468,N/A,Høyere nivå,Organdonasjon,helse organ 
20,N/A,h2023,kvinne,bokmål,546,N/A,Høyere nivå,Organdonasjon,helse organ 
27,N/A,h2024,mann,nynorsk,552,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
50,N/A,h2025,kvinne,bokmål,369,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
21,N/A,h2026,kvinne,nynorsk,452,N/A,Høyere nivå,Organdonasjon,helse organ 
19,N/A,h2027,mann,bokmål,360,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
20,N/A,h2028,mann,bokmål,440,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
20,N/A,h2029,mann,nynorsk,466,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
19,N/A,h2030,mann,bokmål,587,N/A,Høyere nivå,Organdonasjon,helse organ 
20,N/A,h2031,mann,bokmål,324,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
31,N/A,h2032,kvinne,bokmål,319,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
29,N/A,h2033,mann,bokmål,454,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
19,N/A,h2034,kvinne,bokmål,462,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
21,N/A,h2035,kvinne,bokmål,488,N/A,Høyere nivå,Organdonasjon,helse organ 
24,N/A,h2036,mann,bokmål,247,N/A,Høyere nivå,Organdonasjon,helse organ 
22,N/A,h2037,mann,bokmål,455,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
19,N/A,h2038,kvinne,nynorsk,370,N/A,Høyere nivå,Organdonasjon,helse organ 
19,N/A,h2039,mann,bokmål,341,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
20,N/A,h2040,kvinne,nynorsk,317,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
25,N/A,h2041,mann,bokmål,488,N/A,Høyere nivå,Organdonasjon,helse organ 
21,N/A,h2042,mann,nynorsk,317,N/A,Høyere nivå,Organdonasjon,helse organ 
19,N/A,h2043,mann,bokmål,451,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
19,N/A,h2044,kvinne,bokmål,362,N/A,Høyere nivå,Olympiske leker og sportslige idealer,idrett/sport 
21,N/A,h2045,kvinne,bokmål,560,N/A,Høyere nivå,Organdonasjon,helse organ 
32,N/A,h2046,mann,bokmål,492,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
29,N/A,h2047,kvinne,bokmål,610,N/A,Høyere nivå,Organdonasjon,helse organ 
33,N/A,h2048,kvinne,bokmål,429,N/A,Høyere nivå,Organdonasjon,helse organ 
25,N/A,h2049,mann,bokmål,381,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
24,N/A,h2050,kvinne,bokmål,569,N/A,Høyere nivå,Organdonasjon,helse organ 
20,N/A,h2051,kvinne,bokmål,469,N/A,Høyere nivå,Diktet 'Ingen ting' av Paulus Utsi om språk,litteratur dikt språk 
33,N/A,h2052,mann,bokmål,348,N/A,Høyere nivå,Organdonasjon,helse organ 
